ADM0_CODE,mean_temp_2015_country,temp_min_exclusive,temp_max_inclusive,mcfpasture,mcfdaily,mcfsolid,mcfsolidcov,mcfsolidbulk,mcfsolidadd,mcfdrylot,mcfpit1,mcfpit3,mcfpit4,mcfpit6,mcfpit12,mcfliquid1,mcfliquid3,mcfliquid4,mcfliquid6,mcfliquid12,mcfliquidnatcov1,mcfliquidnatcov3,mcfliquidnatcov4,mcfliquidnatcov6,mcfliquidnatcov12,mcfliquidsolcov1,mcfliquidsolcov3,mcfliquidsolcov4,mcfliquidsolcov6,mcfliquidsolcov12,mcflagoon,mcfbiogaslowleak1,mcfbiogaslowleak2,mcfbiogaslowleak3,mcfbiogashighleak1,mcfbiogashighleak2,mcfbiogashighleak3,mcfburned,mcfdeepnomix2,mcfdeepnomix1,mcfdeepmix2,mcfdeepmix1,mcfcompostves,mcfcompoststat,mcfcompostint,mcfcompostpass,mcflitter,mcfnolitter,mcfareobic,mcfaerproc
106,26.255827942053,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
137,26.484373465644,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
155,28.2681119524628,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
159,27.2087060444655,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
163,26.5561828613281,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
176,26.8057732582092,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
181,26.6128068744503,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
182,27.5295149060039,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
185,26.6103720664978,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
187,27.758257284142,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
189,26.8287207285563,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
201,27.8072054353479,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
217,28.7427957456824,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
221,26.3644322973711,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
222,27.1150029500326,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
226,27.2218540131427,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
231,26.736374326588,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
233,26.6251196529239,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
240,26.2791682932776,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
243,27.4065510399056,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
246,26.4101401964823,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
251,26.4814651489258,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
255,28.5238228889934,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
258,26.3928489685059,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
263,26.0411951897369,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
40760,26.5289605114911,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
40762,27.4288939634959,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
61013,29.1189226549725,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
6,27.6519301560368,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
74,29.2372323431538,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
102,30.4648657542903,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
,,28,Inf+,2,1,5,5,5,5,2,30,80,80,80,80,80,80,80,80,80,50,50,50,50,50,50,50,50,50,50,80,10,10,10,10,10,10,10,80,30,80,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
