Animal_short,fracleachpasture,fracleachdaily,fracleachsolid,fracleachsolidcov,fracleachsolidbulk,fracleachsolidadd,fracleachdrylot,fracleachpit1,fracleachpit3,fracleachpit4,fracleachpit6,fracleachpit12,fracleachliquid1,fracleachliquid3,fracleachliquid4,fracleachliquid6,fracleachliquid12,fracleachliquidnatcov1,fracleachliquidnatcov3,fracleachliquidnatcov4,fracleachliquidnatcov6,fracleachliquidnatcov12,fracleachliquidsolcov1,fracleachliquidsolcov3,fracleachliquidsolcov4,fracleachliquidsolcov6,fracleachliquidsolcov12,fracleachlagoon,fracleachbiogaslowleak1,fracleachbiogaslowleak2,fracleachbiogaslowleak3,fracleachbiogashighleak1,fracleachbiogashighleak2,fracleachbiogashighleak3,fracleachburned,fracleachdeepnomix2,fracleachdeepnomix1,fracleachdeepmix2,fracleachdeepmix1,fracleachcompostves,fracleachcompoststat,fracleachcompostint,fracleachcompostpass,fracleachlitter,fracleachnolitter,fracleachareobic,fracleachaerproc,HerdType_short,ADM0_CODE
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",43
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",43
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",44
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,44
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",44
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",44
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",44
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",44
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",44
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",44
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",45
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,45
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",45
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",45
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",45
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",45
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",45
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",45
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",46
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,46
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",46
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",46
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",46
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",46
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",46
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",46
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",47
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,47
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",47
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",47
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",47
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",47
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",47
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",47
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",48
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,48
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",48
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",48
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",48
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",48
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",48
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",48
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",49
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,49
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",49
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",49
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",49
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",49
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",49
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",49
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",50
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,50
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",50
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",50
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",50
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",50
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",50
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",50
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",51
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,51
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",51
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",51
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",51
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",51
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",51
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",51
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",52
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,52
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",52
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",52
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",52
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",52
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",52
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",52
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",54
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,54
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",54
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",54
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",54
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",54
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",54
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",54
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",55
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,55
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",55
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",55
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",55
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",55
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",55
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",55
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",56
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,56
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",56
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",56
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",56
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",56
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",56
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",56
PGS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0.4,0.48,0,0,"",57
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,DRY,57
CHK,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.04,0.4,0.48,0,0,"",57
CTL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",57
BFL,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",57
GTS,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",57
SHP,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",57
CML,0.24,0,0.02,0,0.02,0.02,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.035,0.035,0.035,0,0.06,0.06,0.04,0,0,0,0,"",57
