Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1658486","I","Imputed value",""
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","926684","I","Imputed value",""
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2700","E","Estimated value",""
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","166500","I","Imputed value",""
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","405535","I","Imputed value",""
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","3600000","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1209575","I","Imputed value",""
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","238726","I","Imputed value",""
"QCL","Crops and livestock products","516","Namibia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","237502","I","Imputed value",""
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","1345164","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1025947","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1742745","I","Imputed value",""
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","316598","I","Imputed value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1717000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","306003","I","Imputed value",""
"QCL","Crops and livestock products","540","New Caledonia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","312","I","Imputed value",""
"QCL","Crops and livestock products","554","New Zealand","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","5056403","A","Official figure",""
"QCL","Crops and livestock products","558","Nicaragua","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","903608","A","Official figure",""
"QCL","Crops and livestock products","562","Niger","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","226531","A","Official figure",""
"QCL","Crops and livestock products","562","Niger","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1808993","A","Official figure",""
"QCL","Crops and livestock products","562","Niger","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","5417616","A","Official figure",""
"QCL","Crops and livestock products","562","Niger","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","3449062","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2160083","I","Imputed value",""
"QCL","Crops and livestock products","570","Niue","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","74","I","Imputed value",""
"QCL","Crops and livestock products","807","North Macedonia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","127663","A","Official figure",""
"QCL","Crops and livestock products","807","North Macedonia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","63948","A","Official figure",""
"QCL","Crops and livestock products","807","North Macedonia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","529134","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","224298","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","33702","A","Official figure",""
"QCL","Crops and livestock products","512","Oman","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","113520","A","Official figure",""
"QCL","Crops and livestock products","512","Oman","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1344716","I","Imputed value",""
"QCL","Crops and livestock products","512","Oman","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","430363","I","Imputed value",""
